,id,created_at,fav,rt,text
313,1266036514657579008,2020-05-28 16:00:01,7878,2211,Adventure awaits your caravan when #FinalFantasy CRYSTAL CHRONICLES Remastered Edition releases for #NintendoSwitch on Aug. 27! https://t.co/VCTcCkS8rv
314,1265704320378392577,2020-05-27 18:00:00,3542,742,"Enjoy a snippet of the brand-new battle theme in Xenoblade Chronicles: Future Connected. What awaits Shulk and Melia in this epilogue story? Find out when #XenobladeChronicles: Definitive Edition launches this Friday!
Pre-purchase today: https://t.co/ugnWUlr5pz https://t.co/XY78uqwx3X"
315,1265689222431879171,2020-05-27 17:00:00,2312,324,"Journey deep below the sea and high above the clouds in the unforgettable worlds of the BioShock series.

Learn more about what’s included in BioShock: The Collection before it arrives on #NintendoSwitch on May 29th! https://t.co/ecdGBkRUDO https://t.co/3FqWNFa6IA"
316,1265674124082511874,2020-05-27 16:00:00,5173,620,"It's time to go bananas for the newest racer making a #MarioKartTour debut! It's her first time in the Mario Kart series, but this Kong is no stranger to the world of Nintendo! https://t.co/lZRdvKIl5v"
317,1265628824227794945,2020-05-27 13:00:00,5236,1316,"In the ruins of the conflict between the Mechonis and the Bionis, the world of #XenobladeChronicles: Definitive Edition emerges. Learn more about the sprawling plains, verdant jungles, and shimmering seas Shulk and friends will explore in this video! https://t.co/VxzYGspzmU"
318,1265372134278402049,2020-05-26 20:00:00,5724,608,"Why, that’s no Shy Guy, it’s the Origami King! We don’t know what this conniving character is up to, but it looks like he’s been in-crease-ing the chaos in the paper-crafted kingdom!

Check out #PaperMario: The Origami King on #NintendoSwitch 7/17!

https://t.co/Zw9epBSIZp https://t.co/mUlwMnWeLk"
319,1265349737621815296,2020-05-26 18:31:01,5295,989,"The chosen Heropon, Riki, joins Shulk's group! While he seems a little immature, he's actually a father with eleven children! He doesn't look like it...

#XenobladeChronicles: Definitive Edition arrives this Friday!

https://t.co/ugnWUlr5pz https://t.co/OEjyxgIrQm"
320,1265341934933020673,2020-05-26 18:00:00,1895,247,"Get three times the mayhem, three times the loot, and three times the action!

Learn more about what’s included in the Borderlands Legendary Collection, coming to #NintendoSwitch on May 29th! https://t.co/WLrUaYTMG6 https://t.co/MAiU2Ro98q"
321,1265326837602725894,2020-05-26 17:00:01,1512,175,"Who is loyal? Who can be trusted? Forge a new history and secure the fate of Earthrealm in Mortal Kombat 11: Aftermath, available now on Nintendo Switch! #MKAftermath

https://t.co/6KDApVy4eA https://t.co/aiWk29d4v0"
322,1265321848889208832,2020-05-26 16:40:11,348,30,"NO PURCH. NEC. Must be US &amp; CAN res age 13+, or MEX res. age 18+; have access to Nintendo Switch, Splatoon 2 game, high-speed internet access &amp; Nintendo Switch Online. Registration period ends 6/14/2020 10:00 AM PT. See Rules for details. https://t.co/YZy01uWDHE"
323,1265316091460415490,2020-05-26 16:17:19,525,42,"The 6/21 finals will also be livestreamed following the #SmashBrosUltimate North American Online Open May 2020 finals, so be sure to tune in!"
324,1265315840318046209,2020-05-26 16:16:19,3257,618,"Grab your squad &amp; get ready to splat it out for total victory with the #Splatoon2 North American Open June 2020 tournament, running 6/14 and 6/21! Stay tuned for more competitive tournaments as part of the @NintendoVS Summer Series of events.

Register: https://t.co/GPaCZjeXxJ https://t.co/5BATKN9slt"
325,1265296633769623553,2020-05-26 15:00:00,2859,332,"Minecraft Dungeons, an all-new action-adventure game inspired by classic dungeon crawlers and set in the Minecraft universe, is available now on #NintendoSwitch!

https://t.co/eWyb8jUeQS https://t.co/EoqOsALanu"
326,1264904048911585281,2020-05-25 13:00:00,3710,469,"51 diverse favorites from around the world come together in #ClubhouseGames: 51 Worldwide Classics, arriving exclusively for #NintendoSwitch on 6/5! Let us know which games you’re most excited to challenge your friends and family in!

https://t.co/y1PO1QJoNi https://t.co/Dx2oSjK2vO"
327,1263937682016698371,2020-05-22 21:00:00,2905,169,"The sun is out, it’s warming up, it looks like summer is here! Share some of your #NintendoSummerMemories with us as you play, and let us know what your favorite #MarioKart 8 Deluxe moment has been so far! Or just share your favorite track!"
328,1263922584279629824,2020-05-22 20:00:01,1971,220,"There’s plenty more #PokemonMysteryDungeonDX Wonder Mail passwords to keep your adventures going well. Be sure to check them out on the official site and keep your team super effective!

https://t.co/0wNEoNshpb https://t.co/PZiLpqKcar"
329,1263916387472302080,2020-05-22 19:35:23,5991,599,"It’s party time! Check out these helpful tips on throwing a party with your friends and family in #AnimalCrossing: New Horizons! What fun virtual events have you held on your islands?

https://t.co/VlcXGwpSla https://t.co/L8y62vy8Bm"
330,1263877286903738368,2020-05-22 17:00:01,16898,2966,"It's been 40 years since PAC-MAN, Blinky, Pinky, Inky, and Clyde made their debut! Did you know that the original name for Pac-Man was Puck-Man? https://t.co/itG1yci7cj"
331,1263862423783501824,2020-05-22 16:00:57,1894,271,"For the first week, you can receive a Galarian Mr. Mime with the Ice Body Hidden Ability and a Poké Ball Set including a Lure Ball, a Moon Ball, a Heavy Ball, and a Dream Ball!

https://t.co/tPzcwVLEFN https://t.co/y6P8E1iubc"
332,1263862422193889282,2020-05-22 16:00:57,4455,817,"Time to boost your training before a new adventure on the Isle of Armor! Starting at 5pm PT today, Pokémon and useful items will be gifted in #PokemonSwordShield each week for 4 weeks. Each week will gift different Pokémon &amp; items, so make sure you try to get them all! https://t.co/VMsdlkXLjw"
333,1263831988588417025,2020-05-22 14:00:01,6722,1632,"Join Shulk and friends on a grand adventure in #XenobladeChronicles: Definitive Edition, launching in just one more week!
https://t.co/ugnWUlIGO9 https://t.co/kchKiFJjGp"
334,1263816891073617920,2020-05-22 13:00:02,3685,535,"Get ready, spacers! #TheOuterWorlds is coming to #NintendoSwitch on June 5th and you can pre-purchase the game on Nintendo #eShop today: https://t.co/2qHddExy5O https://t.co/hpCmDMVTJl"
335,1263583072093564941,2020-05-21 21:30:55,2771,200,"Well that was rude, we’ll just have to paper over this little bit of unpleasantness. What could be causing Princess Peach to act like this?
Find out in #PaperMario: The Origami King, coming 7/17 to #NintendoSwitch!

https://t.co/Zw9epBB7AP https://t.co/incpoqQDLP"
336,1263576317846413313,2020-05-21 21:04:04,5679,677,"Hmm, Princess Peach’s origami offer is intriguing, but her flat affect is putting a fold in our plans to join her…
What do you think?

Join Princess Peach?"
337,1263529994715791362,2020-05-21 18:00:00,814,94,"Keep the party going with 50% off Just Dance 2020 on #NintendoSwitch #eShop, going on now till 5/25!

https://t.co/yEYzlE4ozK https://t.co/QJ7S2wf5j8"
338,1263499924852731905,2020-05-21 16:00:31,447,38,"NO PURCH. NEC. Must be US &amp; CAN res age 13+, or MEX res. age 18+; have access to Nintendo Switch, Super Smash Bros. Ultimate, high-speed internet access &amp; Nintendo Switch Online. Final registration period ends 5/30/20 8:00 AM PT. See Rules for details. https://t.co/jjmf9STCxs"
339,1263499923707662337,2020-05-21 16:00:31,615,55,"The tournament will take place across 4 weeks, with start dates determined by player regions. 

Regions 7-8: 5/30 8am PT
Regions 5-6: 6/6 8am PT
Regions 3-4: 6/13 10am PT
Regions 1-2: 6/20 10am PT

The Sunday finals from each region will also be livestreamed!"
340,1263499921837064193,2020-05-21 16:00:30,4921,808,"3, 2, 1, GO! The #SmashBrosUltimate North American Online Open May 2020 tournament kicks off on 5/30 and is open for registration today! The top 4 players will win download codes for the Fighters Pass Vol. 2, #Splatoon2, and #ARMS. Register today!

https://t.co/PY1OAYYlId https://t.co/ycd5mLXMSL"
341,1263469597065388032,2020-05-21 14:00:00,1160,99,"Prickly punishment awaits the loser in this week's #NintendoMinute! Join Kit &amp; Krysta as they face-off in a #ClubhouseGames: 51 Worldwide Classics challenge! Plan your own virtual game nights when the game launches on 6/5.

Watch now: https://t.co/uLeD7pZaE0 https://t.co/WcmlJHWq6u"
342,1263228004291039235,2020-05-20 22:00:00,2516,399,"Need some help in battle while venturing out with your #PokemonMysteryDungeonDX rescue team? Try out some of these Wonder Mail passwords for items to beef up your team!

Move Strengthening Set:  XT498SP7
Safety Set:  3XNSQMQX
Tough Battling Set:  H5FY948M https://t.co/BmxxJtbgGJ"
343,1263182419542159360,2020-05-20 18:58:52,1081,112,Who would you rather see perform?
344,1263181967794688000,2020-05-20 18:57:04,1090,112,Who would win in an eating contest?
345,1263181625375911937,2020-05-20 18:55:42,1278,140,"We’re taking the Player’s Pulse for the next episode of #NintendoPower Podcast, so check out these questions &amp; we’ll discuss the results on the show!

Which of the following would you rather take for a ride?"
346,1263167609136013313,2020-05-20 18:00:01,982,114,"Been honing your Pokémon training skills? Catch the competition off guard in the #PokemonSwordShield 2020 International Challenge May, starting tomorrow! Competing will also earn you a special in-game reward. Registration ends 5/21 at 4:59pm PT!

Details:
https://t.co/GdtT9Qs1H8 https://t.co/simFWT5hnz"
347,1263152505908674560,2020-05-20 17:00:00,4067,901,"Enjoy a sample of the “Engage the Enemy” track, remastered for #XenobladeChronicles: Definitive Edition. Keep an ear out for this classic song during some of the game’s climactic moments! https://t.co/6y9jaodbXb"
348,1263137516925804544,2020-05-20 16:00:26,3911,529,"More games have now been added to the #NES &amp; #SNES – #NintendoSwitchOnline collections of games, including Panel de Pon, Rygar, and more! 
 
https://t.co/bU5ABPWM2u https://t.co/m32FnrA9JP"
349,1263107582832504832,2020-05-20 14:01:29,6023,1044,"Upgrade LEGO Mario’s wardrobe for #LEGOSuperMario and unlock all new ways to play with the new Power-Up Packs! Customize Mario with the Fire Mario suit, Propeller Mario suit, Cat Mario suit, and the Builder Mario suit! 
All four Power-Up Packs arrive 8/1.

https://t.co/lCqztWOdTY https://t.co/JxGj3vXZhC"
350,1263092108744744960,2020-05-20 13:00:00,2461,261,"Many of the games in #ClubhouseGames: 51 Worldwide Classics are available to play online with friends, family, or with anyone from around the world. Set up virtual game nights, or hop into the “Play with Anyone” mode for some friendly competitive fun!

https://t.co/y1PO1QJoNi https://t.co/7P21vphD66"
351,1262819756396044296,2020-05-19 18:57:46,6168,979,"Fiora's older brother, Dunban is known as a hero who saved Bionis with the Monado! He's no longer able to use his right arm due to the excessive power of the Monado, but wields a katana in combat with just his left arm.

#XenobladeChronicles: Definitive Edition arrives 5/29! https://t.co/QUUm71wEsC"
352,1262775019366526976,2020-05-19 16:00:00,5914,1389,"TEAM, UNITE UP!

The legendary heroes are back and more wonderful than ever before in The Wonderful 101: Remastered, available now on #NintendoSwitch #eShop!

https://t.co/Kr4fvIAm9B https://t.co/EOLdAS34wD"
353,1262471406681378816,2020-05-18 19:53:33,1801,181,"In the next #NintendoPower Podcast, we’ll be revisiting StarTropics, available now via #NintendoSwitchOnline. Play along with us and share your thoughts about the game below! https://t.co/zsywRX7qFX"
354,1262427734946402304,2020-05-18 17:00:01,3249,410,"Grab your best friend and favorite teddy bear - it’s almost time to enjoy the new Friendships coming to the entire roster of Mortal Kombat 11 on May 26th! #MKAftermath

Watch the full Friendships trailer here: https://t.co/tLF7BvB7Cq https://t.co/ZYvFZg0qAa"
355,1262367335773540355,2020-05-18 13:00:01,5330,933,"Here's what you need to know about #ClubhouseGames: 51 Worldwide Classics, available 6/5 on #NintendoSwitch! Whether you're revisiting an old favorite or discovering a game you've never heard of, there's plenty to love in this diverse collection of games!

https://t.co/y1PO1QrNVK https://t.co/GpsTlvmFQV"
356,1262050243119439873,2020-05-17 16:00:00,4882,971,"Battle awaits on the Bionis whenever the “Time to Fight!” theme plays in #XenobladeChronicles: Definitive Edition, available 5/29! https://t.co/ShvGTw9y52"
357,1261725598071681024,2020-05-16 18:29:58,1732,292,"Prepare for #DeadlyPremonition 2: A Blessing in Disguise and experience the original mystery! Deadly Premonition Origins is available at a 50% discount until 5/17, so begin your investigation today!

https://t.co/eJd0TRCbDY https://t.co/XhkLc3Gtyg"
358,1261416315404730369,2020-05-15 22:01:00,2896,251,"Join Kit &amp; Krysta for a relaxing day at the museum in #AnimalCrossing: New Horizons in the latest episode of #NintendoMinute! How are your #ACNH museum collections coming along? 

Watch the full episode here: https://t.co/ed3tX9WPOV https://t.co/RRbe7ntSeS"
359,1261385864631824384,2020-05-15 20:00:00,4056,654,"ATTN Pokémon friends, we’ve got more #PokemonMysteryDungeonDX Wonder Mail passwords for you to take on! Check out Special Requests from the below Pokémon and prep your rescue team for battle!

Larvitar: 5JSMNWF0
Beautifly: CNTSN2F1
Chingling:  R6T1XSH5 https://t.co/q9MVv9Q5am"
360,1261355618343895040,2020-05-15 17:59:48,14439,1905,"The #PaperMario series is making its debut on #NintendoSwitch! Here’s a look at the box art featuring Mario and the Origami King himself. Unfold the schemes of the Origami King in Paper Mario: The Origami King on 7/17!

https://t.co/Zw9epBB7AP https://t.co/izFVZlJ9UP"
361,1261340566463361025,2020-05-15 17:00:00,6828,1462,"Immerse yourself in the massive world of #XenobladeChronicles: Definitive Edition in just two more weeks! 

Pre-purchase now: https://t.co/ugnWUlIGO9 https://t.co/5My2ySAA8i"
362,1261325473935548417,2020-05-15 16:00:01,2228,350,"The #Tetris99 13th MAXIMUS CUP is here, featuring an #AnimalCrossing: New Horizons theme! Play Tetris 99 mode this weekend until 5/18, 11:59pm PT and earn at least 100 event points to get the in-game theme! @tetris_official https://t.co/kdO9QcLbDb"
363,1261310369080864768,2020-05-15 15:00:00,5915,1316,"Take the stage with over 100 songs and mix it up with the traditional Arcade Mode or the new motion control-based Mix Mode in Hatsune Miku: Project DIVA Mega Mix, available now on #NintendoSwitch #eShop!

https://t.co/k7N3F5JzAh https://t.co/z4PRmOVaF0"
364,1261098974200520704,2020-05-15 01:00:00,10874,2281,"Four more titles will be added to the #NES &amp; #SNES – #NintendoSwitchOnline collection on 5/20, bringing the total to over 80 classic games!
 
Super NES – Nintendo Switch Online:
・Operation Logic Bomb
・Panel de Pon
・Wild Guns

NES – Nintendo Switch Online:
・Rygar https://t.co/lfCgRhZesp"
365,1260992142014418944,2020-05-14 17:55:29,7249,1365,"In #XenobladeChronicles Definitive Edition, Melia is a High Entia girl who lives in the Imperial Capital of Alcamoth, on the head of Bionis. She acts with a refined and serious demeanor, and becomes a trusted ally to Shulk. Her attacks with the Ether Arts are extremely powerful! https://t.co/MEBF0jo1aY"
366,1260978181336686596,2020-05-14 17:00:00,2275,302,"Immerse yourself in the world of Tamriel and embark on quests for loot and treasure in The Elder Scrolls: #Blades, a free-to-play classic dungeon crawler available now on #NintendoSwitch!

https://t.co/DXlZtTSG57 https://t.co/fo9d4vdMN4"
367,1260917780603441152,2020-05-14 13:00:00,117602,33891,"The Paper Mario series arrives on #NintendoSwitch with an origami twist! What evil paper shenanigans does the Origami King have planned? Find out when #PaperMario: The Origami King releases on 7/17!

https://t.co/Zw9epBSIZp https://t.co/4fUGYDcGjG"
368,1260676191788208128,2020-05-13 21:00:01,3682,445,"Play with friends online, enjoy over 70 classic #NES and #SNES games, and experience more with a 7-day free trial for #NintendoSwitchOnline! This offer is valid even if a free trial was previously redeemed. 

Visit the #NintendoSwitch #eShop to get started! https://t.co/zNQ4w8PoJq"
369,1260615794708197380,2020-05-13 17:00:01,4516,818,"Whether you’re a new or returning player, there’s all kinds of new upgrades in #XenobladeChronicles Definitive Edition to improve your experience. For example, tracking your sidequests in the game is a lot easier now! https://t.co/sdm54FySkP"
370,1260374357068509184,2020-05-13 01:00:38,9314,1567,"Check out these themed wallpapers and many more at the link below for your personal use! We hope you enjoy them!

https://t.co/SMWUsFeKGd https://t.co/aGcwYPXB8q"
371,1260238306790576129,2020-05-12 16:00:01,14087,2718,Friendships are back in #MKAftermath and Kung Lao choo-choo-chooses you! https://t.co/0miOFzT2MP
372,1260208104261771264,2020-05-12 14:00:00,4534,1048,"Get to know the team of heroes you’ll be battling alongside in #XenobladeChronicles Definitive Edition!

Learn more: https://t.co/ugnWUlIGO9 https://t.co/1okXp2EvG7"
373,1260193010223996928,2020-05-12 13:00:01,1354,148,"The Guide Globe feature in #ClubhouseGames: 51 Worldwide Classics allows you to find just the right games for a certain mood. Give it a spin when you’re feeling indecisive, and you might just find your next favorite! 

Pre-order now:  https://t.co/y1PO1QJoNi https://t.co/BVHbpyp6uZ"
374,1259898908622258184,2020-05-11 17:31:22,7605,1314,"Looks like it’s time to talk about Reyn! He’s a childhood friend of Shulk and Fiora, and a member of Colony 9's Defence Force. Unlike Shulk, who prefers to spend his time studying the Monado, he's a wild and hotheaded guy. 

#XenobladeChronicles Definitive Edition arrives 5/29! https://t.co/SAURMzoOk4"
375,1259830619707715584,2020-05-11 13:00:00,1890,243,"Ever wanted to learn the rules of games like Mancala, Riichi Mahjong, or Shogi, but not sure where to start? #ClubhouseGames: 51 Worldwide Classics features tutorials, tips, and assists for some of the games to help you get familiar with the basics!

https://t.co/y1PO1QrNVK https://t.co/FhFKDh7sj1"
376,1259555184142766081,2020-05-10 18:45:31,363,30,"NO PURCH. NEC. Must be US &amp; CAN res. age 13+, or MEX res. age 18+; have access to Nintendo Switch, Mario Kart 8 Deluxe, high-speed internet &amp; Nintendo Switch Online. Tournament ends at 6:00pm PT on 5/10/2020. See Rules for details. https://t.co/tlQlDgChHL"
377,1259555051166720001,2020-05-10 18:45:00,2035,201,"Today is the final day of the #MarioKart8Deluxe North American Open May 2020 tournament! Enter the tournament ID below in-game from 12pm to 6pm PT to give the competition one last run for their coins!

Tournament ID: 1403-6422-4043

https://t.co/qlGAqiLDXP https://t.co/GyLlX6UfPR"
378,1259513528647471104,2020-05-10 16:00:00,9017,802,"No matter where we are, here’s to the one who is always there for us. #HappyMothersDay to all the moms out there! https://t.co/qE8Gmf9tJ3"
379,1259294603921899521,2020-05-10 01:30:04,13185,1672,We are aware that players are experiencing errors accessing Nintendo network services and are working to address the issue. Thank you for your understanding and we hope to share an update when available. https://t.co/ji7VJD0Njf
380,1259192800832188416,2020-05-09 18:45:33,394,34,"NO PURCH. NEC. Must be US &amp; CAN res. age 13+, or MEX res. age 18+; have access to Nintendo Switch, Mario Kart 8 Deluxe, high-speed internet &amp; Nintendo Switch Online. Tournament ends at 6:00pm PT on 5/10/2020. See Rules for details. https://t.co/tlQlDgChHL"
381,1259192663166857216,2020-05-09 18:45:00,3276,308,"How’d your #MarioKart8Deluxe Open races go yesterday? Today is day 2, which means another shot to show off your skills! Enter the tournament ID below in-game from 12pm to 6pm PT to start your races.

Tournament ID: 1828-4413-4955

https://t.co/qlGAqiLDXP https://t.co/aijKDBs5RH"
382,1259175757030424577,2020-05-09 17:37:49,5721,615,"Show your appreciation this #MothersDay with printable #MyNintendo rewards inspired by the fun of #AnimalCrossing: New Horizons!

https://t.co/ZiHZ87pP3m https://t.co/6DDUyp2ewn"
383,1259151142459588608,2020-05-09 16:00:00,5942,1347,Get ready for battle with a taste of the Mechanical Rhythm theme in #XenobladeChronicles Definitive Edition! Defeat powerful foes to this song when the game releases for #NintendoSwitch on 5/29. https://t.co/aTdI2jlJ1s
384,1258879351933861890,2020-05-08 22:00:01,807,76,"Kit &amp; Krysta are back IRL in a new episode of #NintendoMinute! This week, they're playing some fun #NintendoSwitch board games online. Have you been throwing virtual game nights with your friends and family? Let us know in the replies!

https://t.co/r6IHsgXyTx https://t.co/fZnFeVCMY8"
385,1258843549103087616,2020-05-08 19:37:44,884,56,We've corrected an in-game issue regarding player inability to access the tournament. We apologize for any inconvenience. All players should be able to enter their races now!
386,1258830625483571200,2020-05-08 18:46:23,364,32,"NO PURCH. NEC. Must be US &amp; CAN res. age 13+, or MEX res. age 18+; have access to Nintendo Switch, Mario Kart 8 Deluxe, high-speed internet &amp; Nintendo Switch Online. Tournament ends at 6:00pm PT on 5/10/2020. See Rules for details. https://t.co/tlQlDgChHL"
387,1258830275385217024,2020-05-08 18:45:00,3481,503,"Today is the day, day 1 of the #MarioKart8Deluxe North American Open May 2020 tournament! Enter the tournament ID below in-game from 12pm to 6pm PT to start your races. Good luck!

Tournament ID: 2598-8511-0827

https://t.co/qlGAqiLDXP https://t.co/5eagyMeXdA"
388,1258487502605660160,2020-05-07 20:02:56,346,30,"NO PURCH. NEC. Must be US &amp; CAN res. age 13+, or MEX res. age 18+; have access to Nintendo Switch, Mario Kart 8 Deluxe, high-speed internet &amp; Nintendo Switch Online. Tournament ends at 6:00pm PT on 5/10/2020. See Rules for details. https://t.co/tlQlDgChHL"
389,1258487499694850049,2020-05-07 20:02:56,1928,318,"The #MarioKart8Deluxe North American Open May 2020 tournament will be opening its tracks tomorrow at 12pm PT! At the end of each day, racers with the top 8 point totals will be eligible to win 2500 My Nintendo Gold Points! 

Details:
https://t.co/qlGAqj3ePn https://t.co/j3nVpUai5h"
390,1258381065258971137,2020-05-07 13:00:00,8239,2574,"Get ready for the 5/29 release of #XenobladeChronicles Definitive Edition with this new video highlighting the game’s world, characters, combat, new epilogue chapter, and much more! 

Pre-purchase this modern RPG classic today: https://t.co/ugnWUlIGO9 https://t.co/EIyijay97A"
391,1258154977995849729,2020-05-06 22:01:36,3079,319,Think you Know Your Nintendo? Then see if you can answer these 3 tricky questions! https://t.co/Gk0FN7E6uk
392,1258094179462324230,2020-05-06 18:00:01,6713,619,There's so many friendly faces to meet in #AnimalCrossing: New Horizons! Which villagers have you been spending the most time with on your island? #ACNH https://t.co/z1dqFwLDkr
393,1258018678945136646,2020-05-06 13:00:00,2946,518,"The Epic Saga Kontinues!

Mortal Kombat 11: Aftermath expands the story campaign of #MK11 on May 26th with Fujin, Sheeva and guest RoboCop joining the fight in an all-new cinematic narrative.

Watch the full reveal trailer here: https://t.co/sq5ebDpAS4 https://t.co/sVt7vdvmvL"
394,1257762076363067394,2020-05-05 20:00:21,7720,1018,"Shulk's childhood friend and the younger sister of Dunban, Fiora is a cheerful, energetic, and caring young woman. She gets along well with Shulk, and often cooks for him.
#XenobladeChronicles Definitive Edition arrives 5/29: https://t.co/ugnWUlr5pz https://t.co/AX2dmMEl2g"
395,1257747138525761537,2020-05-05 19:01:00,1254,115,"The new #NintendoPower Podcast is here, and we’ve got updates on updates! Chris and guests discuss the latest additions to #AnimalCrossing: New Horizons and #SuperMarioMaker2, and trade tips. They also discuss their top action-exploration games.

🎧:  https://t.co/zcbIpi7D2f https://t.co/5o97muI4rW"
396,1257656290555432960,2020-05-05 13:00:00,1531,130,Quite a few of the games included in #ClubhouseGames: 51 Worldwide Classics have rich history spanning hundreds of years. You’ll be able to learn some surprising and unexpected facts about each! https://t.co/gMvoQ9n2Kh
397,1257293903767588869,2020-05-04 13:00:00,2633,385,"Some of your favorites from the Mushroom Kingdom make an appearance with special Mario themed card decks in #ClubhouseGames: 51 Worldwide Classics! Unlock these decks for use in favorites like Texas Hold’em, Matching, Speed, and more.

https://t.co/y1PO1QJoNi https://t.co/5VgUEqofEv"
398,1257039913972756482,2020-05-03 20:10:44,1331,133,"The #MarioTennis Aces action is live, tune in now! 
https://t.co/aKcIEPFWLB"
399,1256342635918364676,2020-05-01 22:00:00,5488,486,"Kit &amp; Krysta are serving their @AnimalCrossing: New Horizons fashion looks on this week’s episode of #NintendoMinute! Who do you think wore it best? #ACNH #AnimalCrossing

https://t.co/9dxtXhno4j https://t.co/t8xchXN6Lr"
400,1256312437109747712,2020-05-01 20:00:00,1379,144,"Mario’s got all kinds of new power-ups in the latest #SuperMarioMaker2 update, but are you ready to deal with the Mechakoopas? 

The red ones shoot homing missiles and the blue ones have laser beams. At night they all come equipped with jet engines! Yep, jet engines. https://t.co/2SvehXSUL0"
401,1256297498718507009,2020-05-01 19:00:39,1212,176,"Some of tennis’ biggest stars are teaming up with celebrities for a couple sets of #MarioTennis Aces! Tune in this Sunday, 5/3, at 1pm PT on @FacebookGaming!

https://t.co/tuQWVdTow6"
402,1256282236061487106,2020-05-01 18:00:00,4794,1149,"Get ready to explore the Gaur Plain while listening to its remastered theme in #XenobladeChronicles Definitive Edition! You'll also be able to switch between the remastered and original soundtrack while playing!

Pre-purchase available now: https://t.co/ugnWUlr5pz https://t.co/URU2DHjru2"
403,1256267140912558081,2020-05-01 17:00:01,911,118,"Check out #TrialsofMana, Streets of Rage 4, Moving Out, and other highlighted games that came out during April on #NintendoSwitch #eShop in this month’s The Download video!

Find more new releases here: https://t.co/0QxEEuc2D2 https://t.co/KhVDTKnjMB"
404,1256236938631184387,2020-05-01 15:00:00,954,111,"Kirby's a trendsetter for sure – that Regal-Tang Hat looks great. You know what else is great though? Free Gem Apples for everyone!

Start your #SuperKirbyClash adventure for free here: https://t.co/5WUyWhx0nw https://t.co/DrES0GBBTp"
405,1255950075982839808,2020-04-30 20:00:07,20891,879,"So, what’s your favorite Nintendo Switch game to relax with?"
406,1255935342944768001,2020-04-30 19:01:34,9770,1748,"Meet the protagonist of #XenobladeChronicles Definitive Edition, Shulk! He wields the Monado in battle, which gives him the unique ability to see visions of the future. Meet Shulk for the first time, or reunite with this beloved hero when the game launches on 5/29! https://t.co/jkX5V33sm1"
407,1255919849123074049,2020-04-30 18:00:00,1558,154,"A new #SuperMarioMaker2 Ninji Speedrun course, ""Headgear Hustle"", is now available! In this course there are 5 items available to help you collect the Pink Coins as fast as you can. Use your head to find the most efficient way through this course! https://t.co/2D7qFmHriQ"
408,1255912299384025088,2020-04-30 17:30:00,2226,440,"The iconic beat-’em-up series is back! Streets of Rage 4, the first mainline series entry in more than 25 years is available now on #NintendoSwitch! #SOR4DAY

https://t.co/KkRNN5diKS https://t.co/QVTkdfemuF"
409,1255889656253571072,2020-04-30 16:00:02,3451,715,"The #Splatoon2 Special Demo 2020 event is live! Download the demo on Nintendo eShop &amp; jump into Inkopolis Square with your friends until 6:59am PT on 5/6! Plan on staying fresh after the demo? Any progress will transfer over to the full version of the game, once purchased! https://t.co/Z2a7gZjss4"
410,1255859457180876800,2020-04-30 14:00:01,2267,375,"Get ready to perform high-octane stunts and tear up the road when Burnout Paradise Remastered races onto #NintendoSwitch on June 19th!

Pre-purchase today: https://t.co/rjSqbTHYuG https://t.co/YQyB0i1bOJ"
411,1255844355761418242,2020-04-30 13:00:01,2692,290,"Games like Bowling and Darts come to life with fun motion controls in #ClubhouseGames: 51 Worldwide Classics! Grab a Joy-Con controller and experience the excitement of lining up a bullseye in Darts, and carefully landing a strike in Bowling. https://t.co/Fqxzh7qIDX"
412,1255671050399920128,2020-04-30 01:31:22,3530,537,"New costumes, mini-games, &amp; more come jam-packed into #LuigisMansion3 DLC Part 2! Don the new Cap’n Weegee costume in ScareScaper mode or check out all sorts of new &amp; wacky ScreamPark additions. Luigi’s Mansion 3 DLC Parts 1 &amp; 2 are available now!

https://t.co/0MTe0sxmNU https://t.co/YSwcH1nI4p"
413,1255557461047558144,2020-04-29 18:00:00,1911,202,"No matter what Mario throws at them, it seems like Bowser’s Koopaling army have always got the moves to cause more trouble. Between Larry, Wendy, Morton, Lemmy, Roy, Iggy, and Ludwig, who’s causing the most trouble in your #SuperMarioMaker2 courses?

https://t.co/t7UJnfdQ1I https://t.co/zuar1JeTRx"
414,1255542364958945281,2020-04-29 17:00:01,5977,544,"From finding the perfect outfit for every occasion, to decorating your home just the way you like, there's plenty of ways to show off your style in #AnimalCrossing: New Horizons! Share some of your stylish outfits and homes in the replies! #ACNH https://t.co/vCREIuSQvi"
415,1255481963277774848,2020-04-29 13:00:00,7881,1879,"A modern classic is reborn in just one month! Return to Gaur Plain with Shulk and friends when #XenobladeChronicles Definitive Edition launches exclusively for #NintendoSwitch on 5/29. 

https://t.co/D1n2as9X4h https://t.co/QDFwnHsi3v"
416,1255179973620465664,2020-04-28 17:00:00,3887,270,"Hey makers, now that you’ve had some time to experiment, how are your #SuperMarioMaker2 Super Worlds coming along? https://t.co/YaBqi7rgSd"
417,1255164875011010563,2020-04-28 16:00:00,1229,149,"Become a certified removals master in @MovingOutGame, the chaotic physics-based moving simulator by @smgstudio, available now on #NintendoSwitch #eShop!

📦: https://t.co/cCdQDnST3T https://t.co/a61YWgKTud"
